pH,EC,Organic Carbon(OC),Available Nitrogen(N),Available Phosphorus(P),Available Potassium(K),Available Sulphur(S),Available Zinc(Zn),Available Boron(B),Available Iron(Fe),Available Manganese(Mn),Available Copper(Cu),Fertility
8.14,0.41,0.21,50.61,18.11,148.0,7.12,0.27,0.33,0.76,0.54,0.29,0.0
8.25,0.53,0.48,115.0,19.23,259.0,8.19,0.33,0.12,0.82,0.69,0.4,0.0
8.32,0.57,0.36,86.76,24.11,118.0,6.09,0.29,0.29,0.64,0.48,0.52,0.0
8.2,0.2,0.15,36.15,20.11,251.0,5.74,0.62,0.14,0.41,0.56,0.38,0.0
8.31,0.59,0.48,115.0,18.24,168.0,6.32,0.47,0.18,0.52,0.59,0.51,0.0
8.27,0.49,0.36,86.78,6.32,132.0,7.72,0.34,0.15,0.74,0.43,0.6,0.0
8.1,0.42,0.15,36.15,18.11,242.0,8.03,0.58,0.1,0.78,0.62,0.69,0.0
8.3,0.44,0.36,86.76,13.23,211.0,6.45,0.37,0.08,0.63,0.49,0.72,0.0
8.36,0.58,0.48,115.0,14.18,219.0,5.89,0.4,0.13,0.43,0.38,0.84,0.0
8.42,0.6,0.12,28.92,11.18,202.0,6.12,0.32,0.14,0.58,0.27,0.95,0.0
8.32,0.42,0.49,118.0,14.4,312.0,7.36,0.28,0.16,0.61,0.45,0.75,0.0
8.42,0.37,0.56,134.0,18.23,348.0,5.61,0.36,0.12,0.76,0.28,0.79,0.0
8.18,0.49,0.78,187.0,18.24,242.0,7.03,0.45,0.1,0.55,0.31,0.65,0.0
8.17,0.33,0.59,142.0,10.29,142.0,8.02,0.31,0.14,0.67,0.42,0.54,0.0
8.16,0.49,0.6,144.0,9.39,358.0,6.15,0.18,0.18,0.49,0.29,0.47,0.0
8.24,0.5,0.48,115.0,12.2,451.0,6.12,0.54,0.15,0.82,0.46,0.62,0.0
8.14,0.38,0.51,122.0,11.48,348.0,7.34,0.29,0.18,0.61,0.57,0.43,0.0
8.25,0.58,0.12,28.92,8.29,229.0,8.19,0.37,0.12,0.46,0.71,0.57,0.0
8.3,0.29,0.18,43.38,18.24,104.0,5.54,0.42,0.21,0.57,0.68,0.63,0.0
8.12,0.22,0.48,115.0,19.2,141.0,6.35,0.51,0.17,0.29,0.42,0.72,0.0
8.25,0.3,0.52,125.0,12.2,245.0,7.48,0.64,0.13,0.84,0.39,0.8,1.0
8.16,0.55,0.65,156.0,8.3,211.0,8.11,0.58,0.15,0.92,0.47,0.79,0.0
8.23,0.2,0.92,221.0,19.2,209.0,5.95,0.62,0.09,1.02,0.3,0.57,1.0
8.25,0.6,0.41,98.81,11.54,168.0,6.37,0.43,0.15,0.84,0.69,0.42,0.0
8.15,0.39,0.58,139.0,10.29,190.0,7.28,0.44,0.14,0.85,0.54,0.59,0.0
8.35,0.46,0.22,53.02,11.48,114.0,8.19,0.32,0.1,0.75,0.47,0.39,0.0
8.37,0.34,0.34,81.94,13.2,209.0,7.16,0.28,0.09,0.81,0.64,0.25,0.0
8.33,0.25,0.3,72.3,7.39,218.0,5.74,0.64,0.12,0.92,0.53,0.3,0.0
8.2,0.23,0.51,122.0,9.39,358.0,6.03,0.33,0.16,0.49,0.51,0.46,0.0
8.18,0.3,0.45,108.0,12.2,301.0,6.25,0.49,0.18,0.78,0.62,0.53,0.0
8.07,0.54,0.48,115.0,14.1,210.0,9.12,0.34,0.13,1.02,0.52,0.45,0.0
8.27,0.29,0.31,74.71,18.11,248.0,6.25,0.59,0.14,0.76,0.37,0.61,0.0
8.21,0.54,0.42,101.0,6.36,145.0,7.11,0.64,0.12,0.57,0.61,0.72,0.0
8.19,0.53,0.59,142.0,7.18,375.0,5.25,0.75,0.31,0.44,0.48,0.34,0.0
8.21,0.37,0.65,156.0,2.41,112.0,6.34,0.48,0.12,0.31,0.62,0.39,0.0
8.36,0.4,0.48,115.0,11.4,248.0,5.89,0.56,0.09,0.75,0.69,0.62,0.0
7.93,0.27,0.75,180.0,18.2,212.0,6.18,0.61,0.17,0.87,0.25,0.73,1.0
8.37,0.27,0.51,122.0,11.48,318.0,7.34,0.3,0.36,0.72,0.37,0.42,0.0
8.23,0.33,0.4,96.4,4.11,404.0,8.12,0.33,0.21,0.81,0.42,0.39,0.0
8.25,0.35,0.48,115.0,9.2,345.0,7.29,0.47,0.13,0.96,0.57,0.54,0.0
8.31,0.44,0.65,156.0,11.18,248.0,8.12,0.49,0.14,0.81,0.17,0.18,0.0
8.22,0.28,0.51,122.0,9.4,201.0,7.2,0.52,0.16,0.69,0.38,0.27,0.0
8.26,0.4,0.74,140.0,5.44,292.0,6.45,0.54,0.22,1.02,0.43,0.32,0.0
8.25,0.37,0.4,80.0,6.69,281.0,7.63,0.38,0.18,0.45,0.63,0.49,0.0
8.28,0.34,0.1,160.0,7.25,346.0,8.03,0.51,0.1,0.64,0.47,0.6,0.0
8.29,0.31,0.74,140.0,6.41,264.0,6.18,0.47,0.12,1.13,0.81,0.28,0.0
8.11,0.51,0.66,120.0,7.54,275.0,5.61,0.5,0.15,0.74,0.39,0.31,0.0
8.1,0.36,1.23,281.0,8.2,396.0,6.89,0.39,0.09,0.61,0.42,0.48,0.0
8.23,0.36,0.89,160.0,6.33,291.0,7.25,0.28,0.16,0.47,0.53,0.32,0.0
8.25,0.34,0.4,80.0,5.59,270.0,6.52,0.7,0.18,0.54,0.69,0.43,0.0
8.12,0.37,0.86,160.0,6.45,285.0,7.08,0.52,0.3,0.81,0.64,0.7,0.0
8.17,0.29,0.4,80.0,7.08,312.0,6.13,0.46,0.17,0.94,0.71,0.84,0.0
8.12,0.36,0.72,140.0,8.36,308.0,5.46,0.34,0.12,0.52,0.6,0.64,0.0
2.26,0.62,0.83,16.0,6.12,317.0,3.01,0.29,0.07,0.48,0.76,0.52,0.0
8.18,0.4,1.06,242.0,10.37,385.0,4.64,0.24,0.12,1.03,0.85,0.41,0.0
8.19,0.47,0.57,110.0,5.89,282.0,7.92,0.37,0.14,1.14,0.47,0.64,0.0
8.29,0.46,0.86,160.0,6.43,310.0,6.79,0.49,0.21,0.73,0.38,0.51,0.0
8.27,0.58,0.81,160.0,5.61,303.0,7.45,0.54,0.16,0.62,0.41,0.73,0.0
8.1,0.49,0.34,60.4,4.95,271.0,8.1,0.68,0.14,0.47,0.29,0.45,0.0
8.28,0.47,0.28,50.16,5.12,283.0,9.03,0.82,0.12,0.74,0.34,0.13,0.0
7.94,0.99,0.72,140.0,8.25,312.0,6.12,0.63,0.12,1.03,0.76,0.42,0.0
8.26,1.05,0.54,110.0,9.61,383.0,5.48,0.47,0.16,1.25,0.87,0.38,0.0
8.24,0.45,0.31,60.02,6.14,274.0,6.74,0.52,0.31,0.86,0.45,0.34,0.0
7.89,0.93,0.6,120.0,7.74,325.0,7.03,0.37,0.14,0.74,0.62,0.21,0.0
8.11,0.37,0.72,144.0,5.31,269.0,8.61,0.54,0.09,0.81,0.7,0.47,0.0
8.07,0.3,0.31,60.02,4.69,252.0,5.45,0.69,0.15,0.64,0.95,0.64,0.0
8.29,0.23,0.72,140.0,5.02,217.0,6.12,0.82,0.17,0.79,0.41,0.58,0.0
8.25,0.33,1.06,242.0,6.18,258.0,5.14,0.47,0.19,0.83,0.34,0.61,0.0
8.18,0.4,0.86,162.0,7.47,303.0,6.79,0.54,0.18,0.96,0.49,0.23,0.0
8.26,0.32,0.34,60.8,8.02,208.0,7.9,0.38,0.14,0.9,0.52,0.3,0.0
8.29,0.4,0.83,160.0,6.15,271.0,6.22,0.3,0.12,0.74,0.68,0.42,0.0
8.26,0.49,1.06,242.0,7.31,343.0,8.02,0.28,0.08,0.88,0.39,0.53,0.0
8.1,0.32,0.57,110.0,8.03,308.0,7.55,0.34,0.13,1.2,0.28,0.69,0.0
8.29,0.44,0.86,160.0,6.32,334.0,8.11,0.41,0.16,1.09,0.22,0.32,0.0
8.0,0.42,0.81,162.0,5.72,321.0,6.03,0.49,0.25,0.87,0.31,0.18,0.0
8.14,0.42,1.0,241.0,8.91,342.0,7.31,0.37,0.29,1.18,0.54,0.22,0.0
8.2,0.46,0.34,60.08,6.25,217.0,8.49,0.42,0.18,0.73,0.61,0.51,0.0
8.2,0.35,0.74,140.0,7.18,303.0,4.36,0.51,0.12,0.47,0.78,0.64,0.0
8.05,0.43,0.4,80.0,8.24,264.0,5.48,0.63,0.14,0.81,0.52,0.72,0.0
8.18,0.37,0.95,180.0,10.89,317.0,6.62,0.72,0.16,0.85,0.29,0.84,1.0
8.1,0.33,0.54,110.0,8.16,289.0,7.55,0.63,0.24,0.94,0.37,0.47,0.0
8.24,0.4,0.31,60.0,5.07,261.0,6.18,0.48,0.11,0.81,0.54,0.29,0.0
8.14,0.27,0.51,101.0,6.84,270.0,7.03,0.31,0.08,0.67,0.48,0.35,0.0
8.13,0.22,0.6,120.0,7.12,301.0,6.31,0.28,0.12,0.52,0.31,0.41,0.0
8.23,0.36,0.28,40.16,8.03,270.0,8.13,0.41,0.17,0.48,0.56,0.57,0.0
8.1,0.32,0.72,144.0,6.36,281.0,7.44,0.37,0.31,0.74,0.69,0.68,0.0
8.12,0.33,1.06,246.0,7.09,375.0,6.09,0.32,0.12,0.86,0.48,0.46,0.0
8.25,0.34,0.57,114.0,8.14,294.0,5.3,0.35,0.17,0.49,0.53,0.29,0.0
8.24,0.42,0.66,160.0,6.25,281.0,6.11,0.28,0.31,0.59,0.4,0.35,0.0
7.79,1.2,0.34,60.08,8.79,397.0,7.58,0.18,0.13,0.68,0.31,0.23,0.0
8.29,0.45,0.54,110.0,5.14,214.0,6.18,0.39,0.19,0.72,0.64,0.41,0.0
8.16,0.29,0.95,180.0,6.31,239.0,7.29,0.34,16.0,0.61,0.79,0.52,0.0
8.17,0.33,0.2,40.0,7.46,264.0,8.14,0.51,12.0,0.47,0.34,0.38,0.0
8.11,0.26,0.54,120.0,8.49,275.0,5.31,0.67,0.14,0.54,0.69,0.41,0.0
8.16,0.27,0.54,110.0,6.14,281.0,6.89,0.72,0.12,1.02,0.85,0.53,0.0
8.17,0.44,0.31,60.02,5.31,284.0,7.1,0.59,0.34,1.25,0.96,0.57,0.0
8.08,0.47,0.51,110.0,3.14,265.0,5.48,0.38,0.21,1.09,0.61,0.52,0.0
8.17,0.39,0.6,120.0,6.29,231.0,6.09,0.22,0.16,0.85,0.74,0.43,0.0
8.3,0.4,0.72,143.0,7.03,305.0,7.01,0.37,0.18,0.76,0.62,0.5,0.0
8.26,0.4,0.28,40.16,3.95,284.0,8.14,0.54,0.31,0.94,0.59,0.3,0.0
8.23,0.34,0.31,60.02,4.61,271.0,9.02,0.4,0.16,1.03,0.45,0.43,0.0
8.26,0.38,0.72,144.0,5.52,265.0,5.18,0.61,0.12,0.72,0.67,0.37,0.0
8.1,0.37,0.83,160.0,6.69,312.0,6.41,0.29,0.09,0.84,0.69,0.51,0.0
8.04,0.38,1.06,246.0,7.03,346.0,7.08,0.38,0.12,0.78,0.58,0.62,0.0
8.25,0.4,0.47,114.0,6.13,294.0,6.14,0.54,0.15,0.89,0.47,0.71,0.0
8.06,0.41,0.86,170.0,3.14,312.0,6.12,0.61,0.12,1.09,0.84,0.29,0.0
8.09,0.36,0.81,162.0,5.41,303.0,8.09,0.43,0.34,0.72,0.61,0.37,0.0
0.23,0.34,0.34,60.08,6.18,286.0,5.34,0.29,0.15,0.64,0.58,0.46,0.0
8.09,0.36,0.72,114.0,9.16,304.0,6.31,0.32,0.16,0.79,0.74,0.54,0.0
8.25,0.4,0.83,166.0,6.25,316.0,7.37,0.47,0.3,0.82,0.35,0.62,0.0
8.12,0.44,1.06,247.0,5.31,397.0,6.89,0.35,0.18,0.48,0.54,0.79,0.0
8.26,0.4,0.57,110.0,7.37,294.0,7.35,0.28,0.29,0.64,0.32,0.47,0.0
8.08,1.2,0.86,160.0,8.14,305.0,7.81,0.34,0.13,0.49,0.28,0.59,0.0
8.37,0.73,0.81,160.0,7.49,299.0,6.39,0.54,0.11,0.72,0.39,0.48,0.0
8.12,0.57,0.34,60.08,8.16,261.0,7.12,0.66,0.25,0.84,0.51,0.28,0.0
8.18,0.43,1.2,256.0,10.25,416.0,8.19,0.78,0.12,0.96,0.49,0.14,0.0
8.1,0.35,0.34,60.08,5.13,289.0,7.35,0.54,0.11,1.03,0.74,0.45,0.0
8.12,0.36,0.74,140.0,4.03,302.0,6.08,0.42,0.09,0.97,0.62,0.51,0.0
7.78,2.02,0.66,120.0,6.62,278.0,7.86,0.33,0.2,0.73,0.39,0.62,0.0
8.39,0.77,0.89,160.0,7.13,289.0,5.11,0.29,0.14,0.81,0.23,0.47,0.0
8.23,0.89,0.4,80.0,8.02,295.0,5.18,0.72,0.12,1.02,0.61,0.35,0.0
8.39,0.87,0.34,60.08,7.14,274.0,6.35,0.43,0.14,0.14,0.74,0.46,0.0
8.27,0.64,0.12,24.0,6.29,217.0,7.41,0.28,0.16,0.35,0.86,0.61,0.0
8.39,0.55,0.31,60.0,6.03,235.0,8.64,0.52,0.31,0.41,0.73,0.48,0.0
8.12,0.79,0.6,120.0,7.25,281.0,5.24,0.37,0.28,0.58,0.46,0.58,0.0
8.29,0.59,0.72,140.0,8.1,305.0,6.61,0.3,0.14,0.46,0.57,0.62,0.0
8.16,0.47,0.86,160.0,6.14,316.0,7.34,0.51,0.25,0.39,0.64,0.79,0.0
8.21,0.54,0.86,160.0,7.08,315.0,5.17,0.49,0.19,0.61,0.52,0.35,0.0
8.12,0.63,0.74,140.0,6.91,302.0,6.39,0.3,0.14,1.02,0.47,0.58,0.0
8.23,0.45,0.31,60.0,7.66,274.0,7.47,0.28,0.1,1.14,0.34,0.61,0.0
8.29,0.67,0.51,101.0,5.45,285.0,6.42,0.59,0.12,0.72,0.41,0.47,0.0
8.05,0.53,0.28,50.16,4.18,231.0,7.69,0.74,0.19,0.89,0.68,0.51,0.0
8.29,0.63,0.86,160.0,5.65,312.0,6.62,0.35,0.16,0.65,0.72,0.41,0.0
8.38,0.71,0.34,60.8,6.37,289.0,7.87,0.47,0.39,0.77,0.65,0.54,0.0
8.3,0.42,0.72,140.0,7.09,294.0,6.96,0.39,0.15,0.56,0.42,0.28,0.0
8.42,0.7,1.06,246.0,10.16,345.0,4.73,0.35,0.22,1.03,0.41,0.22,0.0
8.25,0.3,0.83,160.0,8.64,319.0,5.81,0.47,0.11,0.76,0.57,0.36,0.0
8.2,0.51,0.57,112.0,7.41,294.0,6.29,0.51,0.19,0.37,0.42,0.47,0.0
8.34,0.42,0.34,60.8,5.45,271.0,7.12,0.59,0.08,0.48,0.53,0.74,0.0
8.31,0.55,0.95,180.0,8.94,280.0,8.09,0.74,0.12,0.59,0.61,0.39,0.0
8.13,0.42,0.51,110.0,6.09,294.0,7.3,0.38,0.18,0.62,0.74,0.43,0.0
8.15,0.86,0.28,50.16,5.11,273.0,6.18,0.21,0.12,0.74,0.52,0.49,0.0
8.28,0.58,0.74,175.0,4.59,178.0,5.49,0.35,0.09,1.48,0.48,0.75,0.0
8.47,0.72,0.4,118.0,11.1,249.0,5.58,0.22,0.12,0.75,0.42,0.22,0.0
8.41,0.72,0.81,168.0,16.6,271.0,8.09,0.43,0.33,0.78,0.95,0.48,0.0
8.43,0.76,0.47,175.0,12.4,340.0,8.11,0.51,0.41,0.49,0.57,0.52,0.0
8.37,0.53,0.66,159.0,18.2,249.0,6.12,0.4,0.55,0.51,0.41,0.49,1.0
8.26,0.8,1.23,296.0,14.11,299.0,4.39,0.22,0.49,0.68,0.33,0.48,0.0
8.2,0.8,0.89,223.0,16.23,178.0,5.11,0.48,0.1,0.49,0.54,0.49,0.0
8.3,0.71,0.4,118.0,14.0,248.0,4.11,0.23,0.16,0.58,0.6,0.36,0.0
8.23,0.73,0.86,207.0,11.1,357.0,4.11,0.48,0.09,1.08,0.45,0.64,0.0
8.23,0.86,0.4,96.4,8.29,211.0,5.48,0.41,0.18,0.75,0.75,0.41,0.0
8.26,0.73,0.72,173.0,14.23,241.0,6.1,0.31,0.22,0.99,0.85,0.59,0.0
8.24,0.99,0.83,200.0,11.1,248.0,7.39,0.48,0.18,0.65,0.71,0.61,0.0
8.3,0.78,1.06,255.0,11.08,357.0,8.11,0.65,0.23,0.95,0.31,0.74,1.0
8.42,0.7,0.57,137.0,12.44,148.0,4.8,0.55,0.29,0.48,0.71,0.81,0.0
8.38,0.73,0.86,207.0,6.37,252.0,7.8,0.41,0.48,1.01,0.65,0.79,0.0
8.37,0.72,0.81,195.0,12.11,195.0,7.18,0.48,0.33,7.55,0.78,0.41,1.0
8.35,0.83,0.34,81.94,9.39,357.0,5.39,0.18,0.48,0.65,0.65,0.59,0.0
8.36,0.68,0.28,67.58,14.77,268.0,4.48,0.1,0.49,0.61,0.68,0.48,0.0
8.47,0.67,0.72,173.0,6.22,241.0,3.18,0.32,0.22,1.01,0.83,0.39,0.0
8.37,0.67,0.54,130.0,4.29,501.0,5.48,0.33,0.33,0.88,0.92,0.25,0.0
8.44,0.7,0.31,96.48,6.31,348.0,5.49,0.41,0.11,0.71,0.81,0.33,0.0
8.4,0.75,0.6,155.0,7.67,242.0,8.18,0.86,0.48,0.79,0.75,0.46,0.0
8.42,0.59,0.72,173.0,8.48,148.0,4.11,0.54,0.21,0.8,0.55,0.13,0.0
8.4,0.64,0.31,74.71,8.29,358.0,5.39,0.48,0.23,1.01,0.66,0.35,0.0
8.18,0.82,0.72,173.0,11.18,201.0,6.11,0.33,0.44,0.95,0.73,0.28,0.0
8.28,0.77,1.06,255.0,12.29,189.0,8.62,0.45,0.12,0.74,0.82,0.59,0.0
8.38,0.73,0.86,207.0,10.11,218.0,8.01,0.48,0.09,0.78,0.48,0.65,0.0
8.4,0.63,0.34,81.94,13.23,112.0,5.48,0.35,0.16,0.75,0.49,0.6,0.0
8.38,0.62,0.83,194.0,11.29,357.0,6.11,0.62,0.21,0.82,0.41,0.42,1.0
8.38,0.65,1.06,255.0,19.23,158.0,5.29,0.65,0.3,0.95,0.28,0.32,1.0
8.26,0.6,0.57,112.0,14.1,201.0,5.48,0.74,0.21,0.91,0.18,0.48,1.0
8.37,0.64,0.86,207.0,12.1,301.0,4.01,0.68,0.14,0.65,0.4,0.48,1.0
8.4,0.65,0.81,200.0,13.24,218.0,4.77,0.55,0.09,0.48,0.75,0.11,0.0
8.37,0.71,1.0,241.0,18.22,219.0,5.48,0.58,0.15,0.55,0.95,0.42,0.0
8.32,0.66,0.34,81.94,7.48,118.0,5.65,0.61,0.19,0.45,0.78,0.41,0.0
8.39,0.6,0.74,176.0,8.29,357.0,3.11,0.65,0.21,0.32,0.71,0.39,0.0
8.28,0.74,0.4,148.0,12.1,74.0,5.49,0.75,0.21,0.48,0.65,0.09,0.0
8.39,0.66,0.95,248.0,11.2,77.18,5.41,0.82,0.24,0.41,0.45,0.12,0.0
8.28,0.69,0.54,175.0,7.97,212.0,7.39,0.29,0.23,1.04,0.35,0.29,0.0
8.41,0.58,0.31,91.48,11.44,329.0,6.18,0.32,0.14,0.85,0.62,0.32,0.0
8.37,0.72,0.51,150.0,10.12,351.0,5.78,0.48,0.16,0.33,0.39,0.43,0.0
8.35,0.42,0.6,148.0,7.37,188.0,6.09,0.86,0.16,0.6,0.42,0.86,0.0
8.31,0.74,0.28,67.48,8.61,248.0,9.11,0.35,0.19,0.49,0.7,0.39,0.0
8.39,0.72,0.72,173.0,8.29,149.0,5.18,0.4,0.24,0.7,0.75,0.37,0.0
8.31,0.96,1.06,255.0,12.1,301.0,6.77,0.31,0.16,0.73,0.77,0.29,0.0
8.29,0.75,0.57,137.0,15.1,252.0,7.14,0.22,0.19,0.82,0.4,0.82,0.0
8.28,0.55,0.86,207.0,16.66,148.0,5.44,0.43,0.18,0.61,0.49,0.58,0.0
8.29,0.76,0.34,81.94,18.29,249.0,6.83,0.54,0.11,0.49,0.54,0.42,0.0
8.3,0.61,0.54,130.0,14.1,111.0,7.99,0.61,0.09,0.54,0.24,0.4,1.0
8.3,0.63,0.94,226.0,4.39,209.0,8.19,0.23,0.18,0.48,0.32,0.21,0.0
8.41,0.45,0.2,48.2,7.77,314.0,9.14,0.47,0.19,0.3,0.6,0.18,0.0
8.25,0.46,0.54,130.0,6.29,114.0,6.79,0.29,0.14,0.32,0.34,0.27,0.0
8.24,0.4,0.54,130.0,8.48,258.0,5.08,0.25,0.15,0.84,0.48,0.5,0.0
8.25,0.45,0.31,91.48,14.1,241.0,5.39,0.29,0.14,1.09,0.78,0.49,0.0
8.36,0.5,0.51,122.0,8.29,108.0,4.32,0.36,0.15,0.75,0.65,0.31,0.0
8.32,0.39,0.6,144.0,8.48,212.0,4.81,0.02,0.48,0.98,0.77,0.33,0.0
8.39,0.37,0.72,173.0,14.2,108.0,5.31,0.08,0.32,1.01,0.48,0.42,0.0
8.32,0.34,0.28,67.48,12.14,214.0,6.11,0.1,0.16,0.79,0.61,0.4,0.0
8.38,0.42,0.31,74.71,12.1,538.0,4.39,0.47,0.09,0.88,0.59,0.49,0.0
8.37,0.44,0.72,173.0,14.4,321.0,3.9,0.35,0.17,0.75,0.49,0.41,0.0
8.34,0.46,0.83,200.0,11.28,214.0,4.0,0.3,0.15,0.87,0.77,0.32,0.0
8.31,0.43,1.06,255.0,7.44,108.0,5.62,0.26,0.14,0.98,0.81,0.33,0.0
8.35,0.4,0.57,137.0,2.39,241.0,4.14,0.48,0.16,0.78,0.92,0.41,0.0
8.39,0.36,0.86,207.0,3.29,321.0,4.59,0.48,0.09,0.65,0.95,0.41,0.0
8.39,0.4,0.81,195.0,4.48,404.0,5.0,0.32,0.16,0.48,0.98,0.54,0.0
8.4,0.38,0.34,81.94,4.41,358.0,5.01,0.49,0.12,0.95,0.6,0.41,0.0
8.36,0.45,0.72,173.0,3.32,148.0,5.68,0.39,0.16,0.66,0.75,0.49,0.0
8.37,0.38,0.83,200.0,18.14,159.0,3.98,0.74,0.17,0.77,0.78,0.49,1.0
8.35,0.35,1.06,252.0,14.11,375.0,340.0,0.31,0.37,0.32,0.49,0.12,0.0
8.4,0.38,0.57,110.0,10.11,336.0,7.62,0.56,0.12,0.41,0.34,0.28,0.0
8.42,0.74,0.86,160.0,6.37,171.0,6.44,0.5,0.22,0.52,0.18,0.32,0.0
8.21,0.71,0.81,160.0,4.48,201.0,5.59,0.33,0.14,0.21,0.42,0.3,0.0
8.19,0.69,0.34,60.8,18.16,180.0,6.37,0.41,0.1,0.75,0.56,0.44,0.0
8.18,0.79,1.2,281.0,11.1,224.0,6.45,0.33,0.32,1.1,0.44,0.55,1.0
8.26,0.71,0.34,6080.0,10.29,461.0,7.31,0.48,0.41,0.95,0.78,0.33,0.0
8.19,0.85,0.74,140.0,4.29,290.0,7.51,0.75,0.18,1.18,0.75,0.33,0.0
8.14,0.8,0.66,241.0,1.68,112.0,3.41,0.33,0.16,0.49,0.79,0.24,0.0
8.18,0.75,0.89,289.0,4.44,170.0,6.22,0.5,0.14,1.03,0.35,0.51,0.0
8.21,0.63,0.4,189.0,14.4,314.0,5.29,0.3,0.3,0.56,0.46,0.56,0.0
8.2,0.81,0.34,145.0,11.18,324.0,4.22,0.48,0.26,1.05,0.36,0.25,0.0
8.17,0.82,0.12,90.41,10.11,170.0,8.14,0.75,0.32,0.75,0.48,0.26,0.0
8.26,0.59,0.31,91.42,6.37,118.0,7.37,0.35,0.28,0.76,0.59,0.34,0.0
8.32,0.5,0.6,145.0,8.48,214.0,5.37,0.48,0.35,0.88,0.43,0.42,0.0
8.45,0.63,0.72,186.0,11.14,212.0,6.37,0.3,0.18,0.31,0.74,0.3,0.0
8.37,0.5,0.86,289.0,10.29,189.0,8.41,0.41,0.11,0.41,0.52,0.28,1.0
8.21,0.61,0.86,289.0,6.37,429.0,6.04,0.42,0.09,0.21,0.42,0.39,0.0
8.12,0.34,0.49,98.0,4.58,294.0,5.14,0.39,0.1,0.84,0.72,0.22,0.0
8.34,0.45,0.54,108.0,5.14,312.0,6.19,0.58,0.16,0.92,0.64,0.37,0.0
8.17,0.54,0.66,132.0,6.34,389.0,7.08,0.41,0.18,1.25,0.79,0.48,0.0
8.39,0.29,0.65,130.0,5.61,325.0,8.1,0.29,0.2,1.17,0.84,0.61,0.0
8.02,0.38,0.69,138.0,6.12,348.0,6.17,0.17,0.13,0.89,0.73,0.6,0.0
8.25,0.24,0.74,140.0,7.25,369.0,5.62,0.35,0.1,0.75,0.6,0.54,0.0
8.17,0.28,0.82,160.0,8.69,472.0,7.34,0.48,0.12,1.12,0.64,0.69,0.0
8.14,0.31,0.47,90.0,5.21,313.0,8.03,0.34,0.17,0.97,0.59,0.42,0.0
8.17,0.42,0.51,102.0,6.12,345.0,6.45,0.29,0.15,1.24,0.94,0.5,0.0
8.38,0.3,0.39,78.0,5.64,309.0,5.39,0.17,0.08,1.03,0.71,0.32,0.0
8.25,0.21,0.6,120.0,6.39,368.0,6.18,0.36,0.12,0.9,0.69,0.47,0.0
8.1,0.38,0.72,140.0,7.28,412.0,7.02,0.3,0.13,0.73,0.52,0.59,0.0
8.27,0.42,0.41,80.0,5.84,309.0,8.3,0.48,0.18,0.85,0.39,0.31,0.0
8.1,0.54,0.39,78.0,5.13,294.0,7.69,0.31,0.16,0.96,0.27,0.45,0.0
8.12,0.48,0.53,106.0,6.6,330.0,6.37,0.25,0.15,1.09,0.53,0.35,0.0
8.34,0.22,1.02,241.0,12.15,595.0,4.18,0.64,0.09,0.85,0.72,0.23,1.0
8.12,0.34,0.75,150.0,8.19,396.0,5.38,0.42,0.1,0.76,0.33,0.31,0.0
8.17,0.4,0.84,168.0,7.08,412.0,6.45,0.62,0.12,1.12,0.36,0.29,0.0
7.99,0.62,0.34,60.0,5.1,314.0,6.59,0.69,0.16,0.79,0.51,0.52,0.0
8.14,0.34,0.48,90.0,6.12,325.0,7.34,0.75,0.21,0.48,0.34,0.37,0.0
8.22,0.39,0.54,108.0,7.25,339.0,8.12,0.46,0.23,0.61,0.59,0.34,0.0
8.11,0.45,0.61,120.0,8.09,346.0,5.25,0.54,0.1,0.82,0.72,0.51,0.0
8.27,0.37,0.37,60.0,4.12,317.0,6.12,0.58,0.14,0.94,0.69,0.67,0.0
8.14,0.48,0.54,108.0,5.64,329.0,7.39,0.71,0.16,1.03,0.84,0.45,0.0
8.09,0.32,0.48,96.0,6.09,303.0,8.1,0.48,0.21,0.72,0.63,0.58,0.0
8.1,0.16,0.59,118.0,5.74,345.0,6.79,0.34,0.14,0.81,0.45,0.61,0.0
8.24,0.17,0.62,120.0,8.12,369.0,5.83,0.43,0.09,1.14,0.37,0.46,0.0
8.0,0.24,0.45,90.0,5.81,302.0,4.94,0.51,0.1,0.74,0.43,0.35,0.0
7.99,0.31,0.58,109.0,6.25,345.0,5.02,0.47,0.09,0.69,0.52,0.43,0.0
8.12,0.25,0.62,120.0,6.12,312.0,5.14,0.46,0.1,1.25,0.61,0.37,0.0
8.14,0.39,0.74,140.0,7.25,374.0,6.1,0.57,0.14,0.76,0.38,0.41,0.0
8.19,0.4,0.39,78.0,5.19,298.0,7.46,0.63,0.18,0.65,0.49,0.52,0.0
8.41,0.19,0.21,50.61,15.68,5.19,8.25,0.44,0.18,0.75,0.62,0.28,0.0
8.13,0.42,0.82,197.0,19.6,181.0,7.36,0.48,0.12,1.14,0.54,0.37,0.0
8.26,0.32,1.04,250.0,5.39,5.39,6.21,0.29,0.14,0.82,0.41,0.51,0.0
8.09,0.26,0.06,14.46,9.6,258.0,5.89,0.32,0.07,0.97,0.64,0.46,0.0
8.31,0.19,0.64,154.0,13.72,144.0,6.17,0.21,0.12,0.74,0.52,0.33,0.0
8.15,0.2,0.76,183.0,8.91,189.0,7.44,0.34,0.14,0.61,0.48,0.51,0.0
8.26,0.19,1.62,390.0,11.76,358.0,3.12,0.55,0.06,0.86,0.47,0.68,1.0
